Date,Actual,Predicted,Residual
2019-04-01,174.0,170.6703255940601,3.3296744059398975
2019-05-01,148.0,172.6746959849197,-24.67469598491971
2019-06-01,149.0,162.4186092951987,-13.418609295198706
2019-07-01,144.0,154.97118680869232,-10.971186808692323
2019-08-01,142.0,150.85652794251234,-8.856527942512344
2019-09-01,144.0,148.51677187404363,-4.516771874043627
2019-10-01,154.0,148.50806495514175,5.491935044858252
2019-11-01,158.0,153.50024272940067,4.499757270599332
2019-12-01,159.0,159.1532911377992,-0.15329113779918657
2020-01-01,168.0,161.6065999983939,6.393400001606096
2020-02-01,168.0,166.40939267736923,1.590607322630774
2020-03-01,160.0,169.3417632598494,-9.341763259849387
2020-04-01,151.0,167.37346754880966,-16.373467548809657
2020-05-01,151.0,163.52686448604086,-12.526864486040864
2020-06-01,149.0,161.2982933633755,-12.298293363375507
2020-07-01,149.0,156.87291277953267,-7.872912779532669
2020-08-01,153.0,154.96649184954703,-1.966491849547026
2020-09-01,155.0,156.0483516491765,-1.0483516491765101
2020-10-01,156.0,157.93883676417235,-1.9388367641723505
2020-11-01,162.0,159.3040181906056,2.6959818093943966
2020-12-01,165.0,162.69644952766416,2.303550472335843
2021-01-01,165.0,166.5863539977292,-1.5863539977291907
2021-02-01,167.0,167.9284296805978,-0.9284296805977874
2021-03-01,163.0,168.8863334379005,-5.886333437900504
2021-04-01,168.0,167.58568327592295,0.4143167240770538
2021-05-01,159.0,169.6547861613535,-10.654786161353513
2021-06-01,159.0,167.5576335925444,-8.557633592544391
2021-07-01,165.0,164.81811677462008,0.18188322537992008
2021-08-01,175.0,167.02022807813245,7.9797719218675525
2021-09-01,173.0,174.36888585032557,-1.3688858503255688
2021-10-01,175.0,177.58281586853457,-2.582815868534567
2021-11-01,174.0,178.70971701396175,-4.70971701396175
2021-12-01,181.0,178.0334824493524,2.966517550647609
2022-01-01,185.0,181.08800273706368,3.9119972629363247
2022-02-01,194.0,185.40776317713443,8.592236822865573
2022-03-01,187.0,191.546694659012,-4.54669465901199
2022-04-01,186.0,191.16565093349254,-5.165650933492543
2022-05-01,183.0,188.82811307146557,-5.828113071465566
2022-06-01,184.0,185.7805410748555,-1.7805410748555062
2022-07-01,186.0,184.8087325021505,1.191267497849509
2022-08-01,197.0,185.87635058192308,11.123649418076923
2022-09-01,195.0,191.73866851037863,3.2613314896213694
2022-10-01,200.0,194.696770640003,5.303229359997005
2022-11-01,203.0,197.7967961275581,5.20320387244189
2022-12-01,206.0,200.8842179669282,5.11578203307181
2023-01-01,209.0,203.91122476203665,5.088775237963347
2023-02-01,217.0,206.89319226584814,10.106807734151857
2023-03-01,230.0,212.0600346127551,17.93996538724491
2023-04-01,244.0,221.19462582366666,22.805374176333345
2023-05-01,251.0,233.0539199501348,17.946080049865202
2023-06-01,260.0,242.7050049684322,17.294995031567794
2023-07-01,262.0,251.04272166351353,10.957278336486468
2023-08-01,272.0,255.8078264395919,16.192173560408094
2023-09-01,279.0,262.0714809657432,16.928519034256794
2023-10-01,297.0,269.5759710301963,27.424028969803715
2023-11-01,290.0,282.6122463537975,7.387753646202498
2023-12-01,280.0,287.284945602629,-7.284945602629023
2024-01-01,300.0,280.4031264012212,19.596873598778814
2024-02-01,311.0,287.4102488861924,23.58975111380761
2024-03-01,328.0,298.805507044968,29.19449295503199
2024-04-01,318.0,312.1768220101574,5.823177989842577
2024-05-01,323.0,314.39099067211674,8.609009327883257
2024-06-01,318.0,315.14302328910634,2.8569767108936617
2024-07-01,306.0,314.4024055860397,-8.40240558603972
2024-08-01,290.0,307.3500193116199,-17.350019311619917
2024-09-01,289.0,295.6223058328561,-6.622305832856114
2024-10-01,322.0,287.7550346405813,34.2449653594187
2024-11-01,334.0,302.66985708115385,31.33014291884615
2024-12-01,356.0,319.4963701421957,36.5036298578043
